class,enrolled,state,country,ethnicity,sex,act,reading,math,writing
2017,0,AZ,United States,Asian American,M,,770,790,770
2019,0,AZ,United States,Asian American,F,35,730,770,760
2019,0,AZ,United States,Asian American,M,,800,720,800
2019,0,BC,Canada,Asian American,F,,800,750,750
2013,1,CA,United States,Asian American,F,,790,800,800
2013,1,CA,United States,Asian American,M,,760,780,790
2013,1,CA,United States,Asian American,M,,790,800,710
2013,1,CA,United States,Asian American,F,,650,590,670
2014,1,CA,United States,Asian American,F,,790,780,720
2014,1,CA,United States,Asian American,F,35,750,800,700
2014,1,CA,United States,Asian American,F,,760,750,720
2014,1,CA,United States,Asian American,M,,700,800,770
2015,1,CA,United States,Asian American,M,,800,740,800
2015,1,CA,United States,Asian American,F,,790,760,800
2016,1,CA,United States,Asian American,M,,760,800,710
2016,1,CA,United States,Asian American,F,,770,800,800
2016,1,CA,United States,Asian American,F,,770,770,730
2016,1,CA,United States,Asian American,F,,800,740,750
2016,1,CA,United States,Asian American,M,,690,650,740
2016,1,CA,United States,Asian American,F,,800,780,800
2016,1,CA,United States,Asian American,M,,800,780,770
2016,1,CA,United States,Asian American,F,,780,770,750
2016,1,CA,United States,Asian American,M,,790,800,790
2016,1,CA,United States,Asian American,F,,780,800,800
2017,1,CA,United States,Asian American,M,,800,740,750
2017,1,CA,United States,Asian American,F,,790,780,770
2017,1,CA,United States,Asian American,M,,710,800,800
2017,1,CA,United States,Asian American,F,,760,800,780
2017,1,CA,United States,Asian American,F,,730,790,750
2017,1,CA,United States,Asian American,F,,750,800,750
2017,1,CA,United States,Asian American,F,,800,760,780
2017,1,CA,United States,Asian American,F,,760,800,720
2017,1,CA,United States,Asian American,F,,760,750,800
2017,1,CA,United States,Asian American,F,,760,760,790
2017,1,CA,United States,Asian American,F,,740,770,800
2017,1,CA,United States,Asian American,M,35,,,
2017,1,CA,United States,Asian American,F,,750,700,780
2017,1,CA,United States,Asian American,M,32,680,780,740
2019,1,CA,United States,Asian American,F,35,,,
2019,1,CA,United States,Asian American,F,,800,740,790
2019,1,CA,United States,Asian American,M,,740,800,760
2019,1,CA,United States,Asian American,F,35,,,
2019,1,CA,United States,Asian American,F,,760,800,780
2019,1,CA,United States,Asian American,F,35,,,
2019,1,CA,United States,Asian American,M,,780,750,760
2019,1,CA,United States,Asian American,F,,800,730,800
2019,1,CA,United States,Asian American,M,31,660,680,600
2019,1,CA,United States,Asian American,F,32,740,780,760
2019,1,CA,United States,Asian American,M,33,,,
2020,1,CA,United States,Asian American,F,,720,740,760
2020,1,CA,United States,Asian American,M,,750,800,780
2020,1,CA,United States,Asian American,M,,750,650,730
2020,1,CA,United States,Asian American,F,34,710,800,740
2020,1,CA,United States,Asian American,F,,740,750,800
2020,1,CA,United States,Asian American,M,35,,,
2020,1,CA,United States,Asian American,M,34,,,
2020,1,CA,United States,Asian American,M,34,620,780,680
2020,1,CA,United States,Asian American,F,32,,,
2020,1,CA,United States,Asian American,M,,740,800,770
2020,1,CA,United States,Asian American,F,,720,720,760
2020,1,CA,United States,Asian American,F,,710,770,780
2011,0,CA,United States,Asian American,F,,800,780,750
2011,0,CA,United States,Asian American,M,,740,800,710
2011,0,CA,United States,Asian American,F,,770,800,740
2011,0,CA,United States,Asian American,M,,770,760,730
2013,0,CA,United States,Asian American,F,,710,740,760
2013,0,CA,United States,Asian American,M,30,580,670,650
2013,0,CA,United States,Asian American,M,,760,800,760
2013,0,CA,United States,Asian American,M,,780,800,800
2013,0,CA,United States,Asian American,F,34,,,
2014,0,CA,United States,Asian American,F,,800,780,800
2014,0,CA,United States,Asian American,F,,800,800,780
2014,0,CA,United States,Asian American,M,,800,760,800
2014,0,CA,United States,Asian American,F,,720,800,710
2014,0,CA,United States,Asian American,F,35,730,770,790
2015,0,CA,United States,Asian American,F,,800,770,800
2015,0,CA,United States,Asian American,M,,800,800,770
2015,0,CA,United States,Asian American,M,35,,,
2015,0,CA,United States,Asian American,F,,770,730,800
2015,0,CA,United States,Asian American,F,,740,740,800
2015,0,CA,United States,Asian American,M,,740,790,800
2015,0,CA,United States,Asian American,F,,760,720,780
2015,0,CA,United States,Asian American,M,,720,800,730
2016,0,CA,United States,Asian American,F,,800,780,790
2016,0,CA,United States,Asian American,M,36,800,800,760
2016,0,CA,United States,Asian American,F,36,,,
2017,0,CA,United States,Asian American,F,35,750,780,800
2017,0,CA,United States,Asian American,M,,790,800,710
2017,0,CA,United States,Asian American,F,,800,720,740
2017,0,CA,United States,Asian American,M,,800,750,720
2017,0,CA,United States,Asian American,F,,730,770,800
2017,0,CA,United States,Asian American,F,36,770,800,800
2017,0,CA,United States,Asian American,F,,780,750,780
2017,0,CA,United States,Asian American,M,,770,770,800
2017,0,CA,United States,Asian American,M,35,700,800,720
2017,0,CA,United States,Asian American,M,,800,800,720
2017,0,CA,United States,Asian American,M,35,,,
2017,0,CA,United States,Asian American,F,,800,800,800
2017,0,CA,United States,Asian American,F,,780,770,770
2017,0,CA,United States,Asian American,F,,790,800,800
2017,0,CA,United States,Asian American,M,,710,800,760
2017,0,CA,United States,Asian American,F,,710,770,780
2019,0,CA,United States,Asian American,F,,740,800,800
2019,0,CA,United States,Asian American,M,,800,800,720
2019,0,CA,United States,Asian American,F,33,750,800,710
2019,0,CA,United States,Asian American,M,36,,,
2019,0,CA,United States,Asian American,F,,660,770,720
2019,0,CA,United States,Asian American,M,34,780,750,790
2019,0,CA,United States,Asian American,F,34,,,
2019,0,CA,United States,Asian American,M,,800,790,800
2019,0,CA,United States,Asian American,M,,730,770,800
2019,0,CA,United States,Asian American,F,,800,770,800
2019,0,CA,United States,Asian American,M,,800,800,800
2019,0,CA,United States,Asian American,F,,760,770,730
2019,0,CA,United States,Asian American,F,,800,780,800
2019,0,CA,United States,Asian American,F,34,680,620,650
2019,0,CA,United States,Asian American,M,,760,800,760
2019,0,CA,United States,Asian American,F,,760,710,800
2020,0,CA,United States,Asian American,F,,800,800,760
2020,0,CA,United States,Asian American,F,,710,800,750
2020,0,CA,United States,Asian American,F,,740,780,760
2020,0,CA,United States,Asian American,F,,760,770,790
2020,0,CA,United States,Asian American,F,,750,710,780
2020,0,CA,United States,Asian American,F,35,770,800,760
2020,0,CA,United States,Asian American,F,35,800,800,790
2020,0,CA,United States,Asian American,F,35,,,
2020,0,CA,United States,Asian American,M,,800,770,750
2020,0,CA,United States,Asian American,F,,750,750,750
2014,1,CHUNAM,"Korea, Republic of",Asian American,M,35,730,790,760
2013,1,CO,United States,Asian American,F,35,780,780,770
2015,0,CO,United States,Asian American,F,35,680,700,730
2019,0,CO,United States,Asian American,F,35,800,800,800
2011,1,CT,United States,Asian American,F,,800,680,770
2015,1,CT,United States,Asian American,F,,800,740,800
2017,1,CT,United States,Asian American,F,,740,780,750
2019,1,CT,United States,Asian American,F,,790,740,780
2020,1,CT,United States,Asian American,M,,800,800,800
2011,0,CT,United States,Asian American,M,,800,760,800
2014,0,CT,United States,Asian American,F,,710,760,800
2014,0,CT,United States,Asian American,F,,760,750,770
2015,0,CT,United States,Asian American,M,,800,800,780
2015,0,CT,United States,Asian American,F,,800,780,800
2020,0,DC,United States,Asian American,M,,770,740,800
2016,0,FL,United States,Asian American,F,35,800,790,780
2019,0,FL,United States,Asian American,M,35,,,
2019,0,FL,United States,Asian American,M,33,630,670,580
2019,0,FL,United States,Asian American,M,34,640,800,590
2019,0,FL,United States,Asian American,M,35,,,
2020,0,FL,United States,Asian American,M,35,750,800,720
2013,1,GA,United States,Asian American,M,,730,770,760
2017,1,GA,United States,Asian American,M,,790,800,750
2019,1,GA,United States,Asian American,F,35,710,720,790
2014,0,GA,United States,Asian American,F,,800,790,790
2017,0,GA,United States,Asian American,F,,800,700,740
2017,0,GA,United States,Asian American,M,,800,700,690
2019,0,GA,United States,Asian American,F,34,660,680,710
2011,1,HI,United States,Asian American,F,30,680,580,660
2013,1,HI,United States,Asian American,F,,580,800,670
2014,1,IL,United States,Asian American,F,36,700,740,740
2015,1,IL,United States,Asian American,M,36,,,
2015,1,IL,United States,Asian American,F,36,,,
2016,1,IL,United States,Asian American,M,33,,,
2013,0,IL,United States,Asian American,F,35,800,790,750
2013,0,IL,United States,Asian American,M,34,,,
2014,0,IL,United States,Asian American,M,,800,740,800
2015,0,IL,United States,Asian American,M,35,,,
2016,0,IL,United States,Asian American,F,35,740,780,800
2017,0,IL,United States,Asian American,M,36,,,
2017,0,IL,United States,Asian American,F,36,,,
2019,0,IL,United States,Asian American,F,34,,,
2013,1,IN,United States,Asian American,F,34,740,780,770
2013,1,IN,United States,Asian American,F,,750,580,660
2016,1,IN,United States,Asian American,F,,800,740,800
2020,0,K1,United States,Asian American,F,35,750,760,800
2013,1,MA,United States,Asian American,F,,760,720,690
2013,1,MA,United States,Asian American,M,,800,750,720
2014,1,MA,United States,Asian American,F,,650,700,770
2015,1,MA,United States,Asian American,M,,720,750,760
2015,1,MA,United States,Asian American,F,,620,680,660
2015,1,MA,United States,Asian American,F,34,750,800,760
2015,1,MA,United States,Asian American,M,,800,710,790
2016,1,MA,United States,Asian American,F,35,,,
2016,1,MA,United States,Asian American,F,,740,780,800
2017,1,MA,United States,Asian American,M,36,,,
2019,1,MA,United States,Asian American,M,34,680,750,720
2019,1,MA,United States,Asian American,M,35,730,800,770
2019,1,MA,United States,Asian American,M,,760,750,730
2019,1,MA,United States,Asian American,M,35,730,770,750
2011,0,MA,United States,Asian American,F,34,760,790,750
2011,0,MA,United States,Asian American,F,,780,800,730
2014,0,MA,United States,Asian American,M,,800,800,790
2015,0,MA,United States,Asian American,F,,800,770,800
2015,0,MA,United States,Asian American,M,,800,800,800
2015,0,MA,United States,Asian American,F,,800,710,770
2016,0,MA,United States,Asian American,F,,700,660,760
2016,0,MA,United States,Asian American,F,35,700,800,800
2017,0,MA,United States,Asian American,F,,800,800,800
2017,0,MA,United States,Asian American,M,,760,800,800
2017,0,MA,United States,Asian American,F,35,730,780,800
2011,1,MD,United States,Asian American,F,,800,800,790
2013,1,MD,United States,Asian American,M,,670,800,660
2016,1,MD,United States,Asian American,F,,800,740,710
2017,1,MD,United States,Asian American,F,34,760,790,780
2020,1,MD,United States,Asian American,F,,770,780,800
2020,1,MD,United States,Asian American,M,35,,,
2011,0,MD,United States,Asian American,F,,800,800,800
2013,0,MD,United States,Asian American,F,,780,770,760
2013,0,MD,United States,Asian American,M,35,730,770,800
2017,0,MD,United States,Asian American,F,,800,750,770
2017,0,MD,United States,Asian American,M,,780,800,800
2019,0,MD,United States,Asian American,M,,710,750,750
2019,0,MD,United States,Asian American,F,,740,770,790
2019,1,ME,United States,Asian American,F,,700,750,750
2017,0,ME,United States,Asian American,F,,800,720,750
2020,0,ME,United States,Asian American,F,,780,740,720
2016,1,MI,United States,Asian American,M,,760,790,740
2017,1,MI,United States,Asian American,F,32,,,
2014,0,MI,United States,Asian American,M,35,730,800,700
2020,0,MI,United States,Asian American,M,33,,,
2017,1,MN,United States,Asian American,F,34,,,
2011,0,MN,United States,Asian American,M,,770,800,740
2011,0,MN,United States,Asian American,M,,770,780,790
2013,0,MN,United States,Asian American,F,34,730,730,800
2014,0,MN,United States,Asian American,M,34,740,740,710
2015,0,MN,United States,Asian American,M,,800,800,760
2011,1,MO,United States,Asian American,M,,800,740,750
2011,0,MO,United States,Asian American,F,35,800,740,800
2013,0,MO,United States,Asian American,F,35,740,780,690
2020,0,MO,United States,Asian American,F,,800,800,700
2017,0,MS,United States,Asian American,F,35,710,780,790
2017,1,NC,United States,Asian American,M,32,,,
2011,0,NC,United States,Asian American,F,34,670,680,670
2014,0,NC,United States,Asian American,F,,750,740,800
2016,0,NC,United States,Asian American,M,32,790,690,720
2017,0,NC,United States,Asian American,F,,800,800,750
2017,0,NC,United States,Asian American,F,35,800,780,800
2020,0,NC,United States,Asian American,M,35,,,
2013,0,NH,United States,Asian American,F,,800,780,730
2019,0,NH,United States,Asian American,M,,760,800,790
2014,1,NJ,United States,Asian American,F,,800,760,710
2015,1,NJ,United States,Asian American,M,,600,640,600
2016,1,NJ,United States,Asian American,F,,800,800,800
2016,1,NJ,United States,Asian American,M,35,800,780,770
2016,1,NJ,United States,Asian American,F,,790,800,760
2020,1,NJ,United States,Asian American,M,,730,770,730
2020,1,NJ,United States,Asian American,M,34,710,710,760
2020,1,NJ,United States,Asian American,F,,800,800,790
2011,0,NJ,United States,Asian American,F,,750,780,670
2011,0,NJ,United States,Asian American,F,,770,770,740
2011,0,NJ,United States,Asian American,F,,800,740,800
2013,0,NJ,United States,Asian American,F,36,800,790,780
2013,0,NJ,United States,Asian American,F,,800,740,790
2014,0,NJ,United States,Asian American,F,,790,790,800
2015,0,NJ,United States,Asian American,F,,750,760,790
2016,0,NJ,United States,Asian American,M,,800,790,790
2016,0,NJ,United States,Asian American,F,,800,800,730
2017,0,NJ,United States,Asian American,F,,750,770,720
2017,0,NJ,United States,Asian American,M,,740,740,790
2017,0,NJ,United States,Asian American,M,,800,780,800
2019,0,NJ,United States,Asian American,F,,760,800,770
2019,0,NJ,United States,Asian American,M,,740,780,760
2020,0,NJ,United States,Asian American,F,,800,710,780
2019,0,NM,United States,Asian American,F,34,,,
2015,1,NV,United States,Asian American,M,34,710,710,770
2020,1,NV,United States,Asian American,F,,680,710,600
2011,0,NV,United States,Asian American,M,,800,800,700
2020,0,NV,United States,Asian American,F,33,680,760,780
2011,1,NY,United States,Asian American,F,,780,800,720
2011,1,NY,United States,Asian American,M,,750,710,740
2011,1,NY,United States,Asian American,M,,800,800,750
2011,1,NY,United States,Asian American,M,,800,800,750
2011,1,NY,United States,Asian American,F,,710,730,690
2013,1,NY,United States,Asian American,M,,800,740,680
2013,1,NY,United States,Asian American,F,34,710,740,680
2013,1,NY,United States,Asian American,M,35,680,800,740
2014,1,NY,United States,Asian American,F,35,770,800,780
2014,1,NY,United States,Asian American,F,,750,720,760
2014,1,NY,United States,Asian American,M,,700,800,800
2014,1,NY,United States,Asian American,M,,670,740,770
2015,1,NY,United States,Asian American,M,,800,800,720
2015,1,NY,United States,Asian American,M,,800,800,750
2015,1,NY,United States,Asian American,F,32,750,710,660
2015,1,NY,United States,Asian American,M,,670,800,780
2015,1,NY,United States,Asian American,M,,780,770,760
2015,1,NY,United States,Asian American,F,,790,800,770
2015,1,NY,United States,Asian American,M,,690,750,760
2016,1,NY,United States,Asian American,F,,700,780,800
2016,1,NY,United States,Asian American,F,,780,800,790
2016,1,NY,United States,Asian American,F,31,740,690,790
2016,1,NY,United States,Asian American,F,31,,,
2016,1,NY,United States,Asian American,M,34,,,
2017,1,NY,United States,Asian American,M,,800,760,800
2017,1,NY,United States,Asian American,F,,800,800,800
2017,1,NY,United States,Asian American,M,,730,800,780
2017,1,NY,United States,Asian American,F,32,700,740,800
2019,1,NY,United States,Asian American,F,32,720,720,730
2019,1,NY,United States,Asian American,F,,760,700,750
2019,1,NY,United States,Asian American,F,,760,660,650
2019,1,NY,United States,Asian American,F,,750,770,780
2019,1,NY,United States,Asian American,M,,800,780,800
2019,1,NY,United States,Asian American,F,,690,750,640
2020,1,NY,United States,Asian American,M,35,,,
2020,1,NY,United States,Asian American,F,35,780,770,790
2020,1,NY,United States,Asian American,M,,740,800,780
2020,1,NY,United States,Asian American,M,35,,,
2020,1,NY,United States,Asian American,F,,720,800,770
2020,1,NY,United States,Asian American,F,,740,800,790
2011,0,NY,United States,Asian American,F,,730,790,790
2013,0,NY,United States,Asian American,F,,760,770,730
2013,0,NY,United States,Asian American,F,,800,710,750
2013,0,NY,United States,Asian American,F,,800,750,770
2014,0,NY,United States,Asian American,M,,800,760,770
2014,0,NY,United States,Asian American,F,,770,760,770
2014,0,NY,United States,Asian American,M,,740,800,760
2015,0,NY,United States,Asian American,F,,800,800,790
2015,0,NY,United States,Asian American,F,,780,760,770
2015,0,NY,United States,Asian American,M,35,,,
2015,0,NY,United States,Asian American,F,,790,790,780
2015,0,NY,United States,Asian American,F,,620,800,730
2015,0,NY,United States,Asian American,F,,730,800,800
2015,0,NY,United States,Asian American,M,,800,800,770
2015,0,NY,United States,Asian American,F,,720,800,800
2015,0,NY,United States,Asian American,F,,740,800,800
2015,0,NY,United States,Asian American,F,,780,740,770
2016,0,NY,United States,Asian American,F,34,720,740,760
2016,0,NY,United States,Asian American,M,33,,,
2016,0,NY,United States,Asian American,F,,800,780,760
2016,0,NY,United States,Asian American,F,,800,720,780
2017,0,NY,United States,Asian American,F,,800,730,800
2017,0,NY,United States,Asian American,F,34,720,780,730
2017,0,NY,United States,Asian American,F,,800,780,800
2017,0,NY,United States,Asian American,M,,750,790,720
2017,0,NY,United States,Asian American,F,,800,790,750
2017,0,NY,United States,Asian American,M,,760,740,800
2017,0,NY,United States,Asian American,F,34,800,700,760
2017,0,NY,United States,Asian American,F,,800,800,750
2017,0,NY,United States,Asian American,F,,760,740,800
2017,0,NY,United States,Asian American,F,,800,760,800
2017,0,NY,United States,Asian American,F,,700,800,800
2017,0,NY,United States,Asian American,F,,720,780,790
2017,0,NY,United States,Asian American,M,,760,670,720
2019,0,NY,United States,Asian American,M,,740,790,800
2019,0,NY,United States,Asian American,F,35,800,730,800
2019,0,NY,United States,Asian American,M,,730,750,800
2019,0,NY,United States,Asian American,M,,750,790,800
2019,0,NY,United States,Asian American,F,,760,740,790
2019,0,NY,United States,Asian American,F,34,,,
2019,0,NY,United States,Asian American,F,34,730,800,800
2019,0,NY,United States,Asian American,M,,800,770,700
2019,0,NY,United States,Asian American,F,,780,680,800
2019,0,NY,United States,Asian American,F,33,750,770,800
2019,0,NY,United States,Asian American,M,,760,800,800
2019,0,NY,United States,Asian American,M,,790,770,760
2020,0,NY,United States,Asian American,F,35,760,780,790
2020,0,NY,United States,Asian American,F,35,740,760,760
2020,0,NY,United States,Asian American,F,,740,770,780
2020,0,NY,United States,Asian American,F,,750,800,790
2020,0,NY,United States,Asian American,M,,770,780,780
2020,0,NY,United States,Asian American,F,,800,770,800
2020,0,NY,United States,Asian American,M,,740,800,770
2020,0,NY,United States,Asian American,F,35,,,
2015,1,OH,United States,Asian American,F,34,730,770,740
2015,1,OH,United States,Asian American,F,36,740,800,730
2017,1,OH,United States,Asian American,F,33,760,730,730
2020,1,OH,United States,Asian American,M,36,750,730,680
2020,1,OH,United States,Asian American,M,34,,,
2013,0,OH,United States,Asian American,F,,750,790,700
2014,0,OH,United States,Asian American,M,33,800,770,780
2020,1,OR,United States,Asian American,M,,730,720,670
2013,0,OR,United States,Asian American,F,34,800,720,720
2011,1,PA,United States,Asian American,F,,800,780,730
2015,1,PA,United States,Asian American,F,,680,710,760
2017,1,PA,United States,Asian American,M,,740,770,800
2014,0,PA,United States,Asian American,F,,800,790,800
2014,0,PA,United States,Asian American,F,,800,730,800
2015,0,PA,United States,Asian American,F,,730,710,780
2016,0,PA,United States,Asian American,F,,720,710,710
2016,0,PA,United States,Asian American,F,,780,800,790
2017,0,PA,United States,Asian American,F,,800,800,800
2017,0,PA,United States,Asian American,F,,750,790,800
2019,0,PA,United States,Asian American,M,,800,770,800
2020,0,PA,United States,Asian American,F,,750,800,800
2019,1,RI,United States,Asian American,F,,750,630,800
2015,1,SC,United States,Asian American,F,33,,,
2017,0,TN,United States,Asian American,F,35,800,770,800
2020,0,TN,United States,Asian American,M,32,,,
2016,1,TX,United States,Asian American,F,35,800,800,780
2011,0,TX,United States,Asian American,F,34,730,800,730
2011,0,TX,United States,Asian American,F,,770,750,760
2013,0,TX,United States,Asian American,F,,800,800,690
2014,0,TX,United States,Asian American,F,,800,800,770
2014,0,TX,United States,Asian American,M,,760,800,800
2019,0,TX,United States,Asian American,F,36,800,800,790
2013,1,UT,United States,Asian American,F,,790,800,780
2019,1,UT,United States,Asian American,M,36,800,770,780
2011,1,VA,United States,Asian American,M,,700,770,760
2014,1,VA,United States,Asian American,M,,750,790,770
2014,1,VA,United States,Asian American,M,,650,770,770
2016,1,VA,United States,Asian American,M,,700,780,760
2019,1,VA,United States,Asian American,M,,800,770,780
2019,1,VA,United States,Asian American,F,,800,790,790
2019,1,VA,United States,Asian American,F,34,690,800,710
2015,0,VA,United States,Asian American,F,,790,790,800
2017,0,VA,United States,Asian American,M,,700,680,800
2020,0,VA,United States,Asian American,F,,700,680,630
2020,0,VA,United States,Asian American,F,36,770,800,790
2017,1,VT,United States,Asian American,F,,800,760,800
2015,1,WA,United States,Asian American,F,29,,,
2015,1,WA,United States,Asian American,F,,730,700,800
2016,1,WA,United States,Asian American,M,,790,790,800
2016,1,WA,United States,Asian American,F,34,760,780,750
2016,1,WA,United States,Asian American,F,34,720,800,800
2017,1,WA,United States,Asian American,F,34,750,760,750
2019,1,WA,United States,Asian American,M,34,,,
2019,1,WA,United States,Asian American,F,34,670,800,690
2019,1,WA,United States,Asian American,M,32,,,
2013,0,WA,United States,Asian American,F,,710,800,800
2014,0,WA,United States,Asian American,F,35,790,790,770
2015,0,WA,United States,Asian American,M,33,720,800,800
2015,0,WA,United States,Asian American,M,,800,800,800
2017,0,WA,United States,Asian American,M,32,710,790,640
2020,0,WA,United States,Asian American,M,,700,800,800
2020,0,WA,United States,Asian American,M,,680,800,720
2020,1,WI,United States,Asian American,F,33,,,
2011,0,WI,United States,Asian American,F,35,800,780,780
2014,0,WI,United States,Asian American,F,34,720,710,690
2014,1,,"Korea, Republic of",Asian American,M,,700,740,700
2017,1,,China,Asian American,F,,710,800,720
2013,0,,"Korea, Republic of",Asian American,F,,710,790,750
2015,0,,China,Asian American,F,,780,770,730
2017,0,,Philippines,Asian American,M,,800,680,790
2020,0,,United Kingdom,Asian American,M,,780,760,710
2017,0,AL,United States,Black,F,,800,730,800
2013,1,AZ,United States,Black,F,,660,630,640
2015,1,AZ,United States,Black,M,,650,610,640
2013,0,AZ,United States,Black,F,34,680,750,710
2015,0,AZ,United States,Black,F,,680,660,800
2017,0,AZ,United States,Black,M,29,660,730,610
2014,1,CA,United States,Black,F,,680,620,670
2015,1,CA,United States,Black,F,,670,590,720
2015,1,CA,United States,Black,F,,680,580,710
2017,1,CA,United States,Black,M,31,720,600,730
2017,1,CA,United States,Black,M,31,730,580,700
2017,1,CA,United States,Black,M,30,,,
2019,1,CA,United States,Black,M,23,570,630,630
2019,1,CA,United States,Black,F,,620,500,700
2020,1,CA,United States,Black,F,,800,630,720
2020,1,CA,United States,Black,F,27,630,630,640
2020,1,CA,United States,Black,F,,680,630,700
2011,0,CA,United States,Black,M,27,720,640,710
2011,0,CA,United States,Black,M,,600,690,680
2013,0,CA,United States,Black,F,,630,650,640
2016,0,CA,United States,Black,F,,780,750,750
2017,0,CA,United States,Black,M,,720,740,730
2017,0,CA,United States,Black,F,26,640,580,590
2017,0,CA,United States,Black,F,,710,750,770
2017,0,CA,United States,Black,M,,750,610,710
2017,0,CA,United States,Black,F,,720,680,700
2017,0,CA,United States,Black,M,,670,750,760
2019,0,CA,United States,Black,M,27,680,660,720
2019,0,CA,United States,Black,F,,750,510,640
2019,0,CA,United States,Black,F,,680,620,710
2019,0,CA,United States,Black,M,32,,,
2019,0,CA,United States,Black,F,,730,650,660
2019,0,CA,United States,Black,M,29,630,700,660
2020,0,CA,United States,Black,F,,630,600,570
2020,0,CA,United States,Black,F,29,,,
2020,0,CA,United States,Black,M,,650,660,710
2020,0,CA,United States,Black,F,,640,650,730
2017,0,CO,United States,Black,M,31,,,
2011,1,CT,United States,Black,M,,710,700,770
2014,1,CT,United States,Black,F,27,660,570,630
2014,1,CT,United States,Black,F,,690,550,600
2016,1,CT,United States,Black,F,28,620,590,610
2017,1,CT,United States,Black,M,,610,690,610
2017,1,CT,United States,Black,M,,800,630,690
2019,1,CT,United States,Black,F,,540,630,720
2020,1,CT,United States,Black,M,31,,,
2016,0,CT,United States,Black,M,,770,630,730
2017,0,CT,United States,Black,M,,720,630,690
2017,0,CT,United States,Black,F,31,,,
2017,0,CT,United States,Black,F,31,630,730,600
2020,0,CT,United States,Black,M,,800,800,690
2017,1,DC,United States,Black,F,,660,560,590
2019,1,DC,United States,Black,F,,630,600,650
2015,1,FL,United States,Black,M,27,690,650,620
2016,1,FL,United States,Black,F,,730,590,740
2017,1,FL,United States,Black,F,,630,550,640
2019,1,FL,United States,Black,M,29,690,610,610
2019,1,FL,United States,Black,M,28,,,
2020,1,FL,United States,Black,M,32,,,
2017,0,FL,United States,Black,M,31,700,690,670
2017,0,FL,United States,Black,F,36,780,800,800
2017,0,FL,United States,Black,M,34,760,690,750
2017,0,FL,United States,Black,M,28,640,660,580
2017,0,FL,United States,Black,M,29,740,540,620
2019,0,FL,United States,Black,M,30,630,670,660
2019,0,FL,United States,Black,M,,730,800,780
2013,1,GA,United States,Black,F,,570,600,560
2015,0,GA,United States,Black,M,,780,710,690
2017,0,GA,United States,Black,F,30,,,
2017,0,GA,United States,Black,F,,710,600,730
2017,0,GA,United States,Black,M,29,650,610,580
2020,0,GA,United States,Black,F,29,780,550,670
2020,0,GA,United States,Black,F,,710,690,790
2020,0,GA,United States,Black,F,26,560,640,650
2020,0,GA,United States,Black,M,32,670,610,640
2014,1,IL,United States,Black,M,35,,,
2019,1,IL,United States,Black,F,31,620,690,620
2020,1,IL,United States,Black,F,27,,,
2014,0,IL,United States,Black,F,28,,,
2015,0,IL,United States,Black,F,30,660,670,700
2017,0,IL,United States,Black,F,34,,,
2017,0,IL,United States,Black,M,30,,,
2019,0,IL,United States,Black,M,27,,,
2019,0,IL,United States,Black,F,31,,,
2015,0,IN,United States,Black,F,,720,700,670
2017,0,IN,United States,Black,F,32,750,720,730
2016,0,LA,United States,Black,F,29,,,
2017,0,LA,United States,Black,F,,800,650,680
2017,0,LA,United States,Black,M,30,,,
2014,1,MA,United States,Black,F,,640,590,650
2014,1,MA,United States,Black,F,28,680,620,730
2015,1,MA,United States,Black,F,,750,650,640
2015,1,MA,United States,Black,M,29,650,690,680
2015,1,MA,United States,Black,M,,,,
2016,1,MA,United States,Black,F,,750,660,580
2017,1,MA,United States,Black,M,,610,610,600
2017,1,MA,United States,Black,F,,650,690,670
2019,1,MA,United States,Black,M,,690,530,730
2020,1,MA,United States,Black,M,31,630,620,680
2020,1,MA,United States,Black,M,32,720,720,770
2020,1,MA,United States,Black,F,,540,620,560
2011,0,MA,United States,Black,M,,660,660,660
2015,0,MA,United States,Black,F,29,750,630,680
2015,0,MA,United States,Black,M,31,,,
2016,0,MA,United States,Black,M,,670,660,580
2017,0,MA,United States,Black,M,,720,590,700
2019,0,MA,United States,Black,M,27,,,
2013,1,MD,United States,Black,F,31,660,680,710
2015,1,MD,United States,Black,M,25,570,570,550
2016,1,MD,United States,Black,M,,640,640,620
2016,1,MD,United States,Black,F,,690,610,580
2019,1,MD,United States,Black,M,33,640,730,630
2019,1,MD,United States,Black,M,,620,550,570
2019,1,MD,United States,Black,F,,580,590,550
2020,1,MD,United States,Black,M,,560,520,490
2013,0,MD,United States,Black,M,,670,550,680
2014,0,MD,United States,Black,M,,770,770,750
2014,0,MD,United States,Black,F,,800,680,700
2017,0,MD,United States,Black,F,,710,670,700
2017,0,MD,United States,Black,M,,640,700,680
2020,0,MD,United States,Black,M,33,680,670,620
2020,0,MD,United States,Black,F,30,,,
2016,1,ME,United States,Black,F,,730,700,690
2013,1,MI,United States,Black,M,,620,640,600
2019,1,MI,United States,Black,F,30,,,
2020,0,MI,United States,Black,F,33,,,
2017,0,MN,United States,Black,F,33,680,610,660
2017,0,MO,United States,Black,M,28,,,
2014,1,NC,United States,Black,M,,700,590,690
2016,1,NC,United States,Black,F,24,650,560,550
2020,1,NC,United States,Black,F,25,660,570,690
2020,1,NC,United States,Black,F,,710,610,710
2020,1,NC,United States,Black,M,,540,640,580
2015,0,NC,United States,Black,F,,750,660,750
2015,0,NC,United States,Black,M,33,720,800,790
2017,0,NC,United States,Black,F,30,600,720,580
